NAME_1,month,ndvi_base,moisture_base,temp_base
Lamphun,5,0.36969518805126217,0.34272936475728155,27.67534532038835
Lamphun,6,0.4320625583333334,0.3945177532051282,25.979986615384615
Lamphun,7,0.4504903049038462,0.42167298,25.48489305769231
Lamphun,8,0.47488118237623766,0.4320459397029703,25.34841986138614
Lamphun,9,0.45642976698936166,0.4403882562765957,25.16289494680851
Lamphun,10,0.4803619873548387,0.4268127195698924,24.65169159139785
Lamphun,11,0.4495969575294118,0.3859974813725491,22.460685598039216
Lamphun,12,0.4330567514130435,0.2518629447826087,22.38582888043478
Loei,1,0.424136,0.24744433,18.56682
Loei,2,0.35875392666666667,0.26772514,22.573731666666664
Loei,3,0.34933151166666665,0.2886399216666667,24.165259833333334
Loei,4,0.3070293,0.27248612,29.272976
Loei,5,0.3612356,0.35685062,25.328667
Loei,7,0.60546464,0.47077465,23.66146
Loei,8,0.5385076,0.45375478,25.347668
Loei,9,0.46611017,0.4719734,24.604057
Loei,10,0.3016712,0.4440876,22.00407
Loei,12,0.3578332166666667,0.25577662333333334,22.283495
Lop Buri,1,0.2323535,0.22782521,26.220533
Lop Buri,2,0.17025934,0.2589849,25.94578
Lop Buri,3,0.20605356,0.16311282,29.348621
Lop Buri,10,0.3274110666666667,0.3919786733333333,26.900076
Lop Buri,11,0.38979056,0.2545637,26.907705
Lop Buri,12,0.36535122,0.14318866,26.35009
Mae Hong Son,1,0.43587670743243245,0.2600203780743243,19.57112431418919
Mae Hong Son,2,0.3537977764172932,0.2617697319736842,22.28780098120301
Mae Hong Son,3,0.31396478554033275,0.2741384776081331,25.74903291238447
Mae Hong Son,4,0.3318717215287559,0.2850461681103286,27.654943197769953
Mae Hong Son,5,0.35420894593220337,0.3852505427966102,25.73765603954802
Mae Hong Son,6,0.3943709825190839,0.4687911489312977,23.263294759541985
Mae Hong Son,7,0.45349118928484844,0.4707864535757576,23.26745187272727
Mae Hong Son,8,0.49088049232472325,0.4709814282287823,22.89493526568266
Mae Hong Son,9,0.520149280969163,0.46747656594713655,23.002856823788544
Mae Hong Son,10,0.5107294078242678,0.44858556640167363,22.883676364016736
Mae Hong Son,11,0.4936177468699187,0.401178078495935,21.34303036585366
Mae Hong Son,12,0.4728884026296296,0.29767254503703705,20.532420677777775
Nakhon Sawan,1,0.28779668999999997,0.1995807225,22.96675175
Nakhon Sawan,2,0.2651388642857143,0.23172688428571428,26.199884857142855
Nakhon Sawan,3,0.3072958025,0.21947187499999998,28.390569
Nakhon Sawan,4,0.333091335,0.221113135,30.8352415
Nakhon Sawan,5,0.14057848,0.28958592,30.905764
Nakhon Sawan,8,0.33577688499999997,0.357894125,28.6626625
Nakhon Sawan,9,0.55455977,0.41209924,27.801405
Nakhon Sawan,12,0.21408881666666668,0.19965776333333332,24.734623
Nan,1,0.43798045425311205,0.26225395002074686,19.94336887759336
Nan,2,0.356549101989011,0.25818042437362637,23.684898236263738
Nan,3,0.33486469194555113,0.27501883186586984,26.488113696547146
Nan,4,0.3413026792007576,0.2745213622121212,29.197135108333335
Nan,5,0.3722027841090909,0.3910835231919192,27.195659575757574
Nan,6,0.42136776101214574,0.45190122214574896,25.55259939271255
Nan,7,0.47596132933920704,0.46792491026431715,24.760246982378856
Nan,8,0.5179605192008098,0.4707513127125506,24.581237708502027
Nan,9,0.5179259083333333,0.470543851375,24.5718106625
Nan,10,0.513438170984252,0.42732600968503937,24.20849562992126
Nan,11,0.5070305666438356,0.3689844377739726,22.197771034246575
Nan,12,0.4675856525993884,0.2957476267889908,21.15359996941896
Phayao,1,0.3336963789055794,0.21671294359656654,20.957128592274678
Phayao,2,0.3115386606625,0.21193156231666668,24.423145825
Phayao,3,0.34063260929403205,0.2333242491164483,26.924818497816595
Phayao,4,0.34760085723310025,0.23201131099067598,29.992381510489512
Phayao,5,0.33156374904787234,0.3295062410106383,28.028510542553192
Phayao,6,0.38629645416666664,0.42233152928571427,26.22119573809524
Phayao,7,0.42746217493442623,0.4368441254918033,25.92336590983607
Phayao,8,0.4560583387927928,0.4442706163063063,25.477656153153152
Phayao,9,0.4413781522519685,0.4423366409448819,25.36626698425197
Phayao,10,0.46271654416279073,0.4174703318604651,24.908412139534885
Phayao,11,0.42652148346153845,0.35831665223076925,22.767103546153848
Phayao,12,0.3629380785764706,0.25202165088235295,21.74109312352941
Phetchabun,1,0.3222184088549747,0.20786052940134908,22.97122650252951
Phetchabun,2,0.2783950370085784,0.23562535160539216,25.7702303125
Phetchabun,3,0.2588911361533258,0.24296248993235628,27.141596532130777
Phetchabun,4,0.30805004560030863,0.2734763259259259,29.052594066358026
Phetchabun,5,0.3006786770425532,0.3723656871276596,28.000809024822694
Phetchabun,6,0.35004106416744185,0.4268269419069768,26.684331604651163
Phetchabun,7,0.4284517901219512,0.44885937520325203,26.010394215447157
Phetchabun,8,0.4653788281799163,0.4380924025104602,26.030901757322177
Phetchabun,9,0.47474114559036146,0.4564984470682731,25.51715406827309
Phetchabun,10,0.44713634508661415,0.40540806511811023,25.728231885826773
Phetchabun,11,0.40809603713286713,0.3239504777622378,24.174620262237763
Phetchabun,12,0.37141500888285717,0.23585504020000003,23.575360797142856
Phichit,1,0.2572551229579832,0.14629342807563023,24.13026874369748
Phichit,2,0.26032931444480517,0.17017762279220777,27.103146435064936
Phichit,3,0.22156472385643564,0.1641887762920792,29.665162366336634
Phichit,4,0.21276910310000002,0.1631385839,32.167738825
Phichit,5,0.21193897656716418,0.2907644703731343,30.139977470149255
Phichit,6,0.26272622520833333,0.36233762708333334,28.569163479166665
Phichit,7,0.33036058504255317,0.3977615608510638,27.84144564893617
Phichit,8,0.3566391000840336,0.39052716168067225,27.998570697478993
Phichit,9,0.32799658215056177,0.41761457056179774,27.39354604494382
Phichit,10,0.2824792232631579,0.3727899557894737,27.280752168421053
Phichit,11,0.30202310045522385,0.29877473485074624,25.860776701492536
Phichit,12,0.2600260190804598,0.17824409478927203,25.18554491570881
Phitsanulok,1,0.35727087344398345,0.22289631708713692,22.497959095435682
Phitsanulok,2,0.3385515911375661,0.24351014979894178,25.299782034391534
Phitsanulok,3,0.33285318508456657,0.2539152959450317,27.082937006342494
Phitsanulok,4,0.33700601026056337,0.2585072835774648,29.811377774647887
Phitsanulok,5,0.3105576028058608,0.3588860717582418,28.833800534798534
Phitsanulok,6,0.3785086975336323,0.43890963403587446,26.51293850224215
Phitsanulok,7,0.42794848104591837,0.44938849653061225,26.113723724489798
Phitsanulok,8,0.4289771876711712,0.43475763743243245,26.473430103603604
Phitsanulok,9,0.4566733370080718,0.4585216686995516,25.651493035874438
Phitsanulok,10,0.42442983066528495,0.4202481007253886,25.837964031088084
Phitsanulok,11,0.36657007782962964,0.3289596404074074,24.531164577777776
Phitsanulok,12,0.3661233337165992,0.24928448692307692,23.422749287449395
Phrae,1,0.38189771891999996,0.24479830292,22.067828428000002
Phrae,2,0.314536885013624,0.24922664821253407,25.13311949318801
Phrae,3,0.3182057697927171,0.25939671633053224,27.866412971988794
Phrae,4,0.32569665889156624,0.2546171793493976,30.5016358939759
Phrae,5,0.3115091115477387,0.3751498888442211,28.463060718592967
Phrae,6,0.39337614102362206,0.4395353061417323,26.5151955511811
Phrae,7,0.48319048629310346,0.45602253836206896,25.972694594827587
Phrae,8,0.4865586333088235,0.4581912181617647,25.832458301470588
Phrae,9,0.4940788777018633,0.4633254660869565,25.58373401242236
Phrae,10,0.4842213837037037,0.4311427862222222,25.562033340740744
Phrae,11,0.4512148628571429,0.3461477226857143,24.22477173714286
Phrae,12,0.4415968112587413,0.2713512418181818,22.97056790909091
Sukhothai,1,0.33183295174193544,0.20045403631612904,23.518502503225807
Sukhothai,2,0.2955854998484848,0.21349842037878786,26.518462352272728
Sukhothai,3,0.2996650017645429,0.2409967333961219,29.289894714681438
Sukhothai,4,0.27730296382999997,0.22097166287499997,32.234734454999995
Sukhothai,5,0.2820446041016949,0.33124039757062146,30.06215997175141
Sukhothai,6,0.34186315283216784,0.38615757650349647,28.097359895104894
Sukhothai,7,0.38438578448672567,0.4108837475221239,27.685047699115046
Sukhothai,8,0.3894100389952055,0.402760452739726,27.65390804109589
Sukhothai,9,0.42251718752484474,0.438976959378882,26.936845962732917
Sukhothai,10,0.39636631487887325,0.40834203971830985,26.879144288732395
Sukhothai,11,0.3667855838083832,0.32347677628742516,25.35470486826347
Sukhothai,12,0.3822577997988165,0.24924960609467453,24.11810624852071
Tak,1,0.3652368960233393,0.2344286493177738,21.478588443447038
Tak,2,0.30096581916067144,0.2575284213109512,23.922434224620304
Tak,3,0.3103974292578677,0.2601356647848426,26.386380454720616
Tak,4,0.34225168514446,0.29273733300841515,27.49683852314166
Tak,5,0.34437828294615386,0.3904549488095238,26.300584210622713
Tak,6,0.43106199449315064,0.44337515084931506,23.867923372602743
Tak,7,0.46905279712500003,0.4499066502364865,23.677231172297297
Tak,8,0.4508838793237548,0.4463349705747126,23.73150053639847
Tak,9,0.4984377351219512,0.4535607763414634,23.59035357317073
Tak,10,0.4948425512222222,0.43344961797222226,23.81289716666667
Tak,11,0.4692408024285714,0.3700201117857143,22.575003008928572
Tak,12,0.4374859774390244,0.2656983944878049,22.067610173170735
Uthai Thani,5,0.56227991,0.40854894,24.119981000000003
Uthai Thani,6,0.5514619,0.40566653,22.378174
Uttaradit,1,0.35309286653505534,0.24015882911439115,22.148471612546125
Uttaradit,2,0.2991845452866521,0.25536000868708975,24.983865536105036
Uttaradit,3,0.3032136157609536,0.26149503054896905,27.91132406958763
Uttaradit,4,0.30474971785234567,0.26196446550617286,30.771344348148148
Uttaradit,5,0.31197701192857147,0.37326437142857144,28.55288005357143
Uttaradit,6,0.36892876215757575,0.4379126269090909,26.64812536969697
Uttaradit,7,0.449041379695122,0.45142615158536586,26.009283024390243
Uttaradit,8,0.48689868612865495,0.44820712421052633,26.051203824561405
Uttaradit,9,0.4683027078511236,0.4599216384831461,25.799290741573035
Uttaradit,10,0.4554721226790123,0.415854472345679,25.829335790123455
Uttaradit,11,0.37935644260344825,0.33103056353448274,24.520574280172415
Uttaradit,12,0.3219008794747899,0.25972698352941176,23.442099222689077
